,Approval Date,Company Token,Submission,Active Ingredients,Submission Classification *,Submission Status
47,07/03/2019,['lupin'],suppl-6,ethinyl estradiol; norgestimate,manufacturing (cmc),approval
48,07/03/2019,"['boehringer', 'ingelheim']",suppl-17,empagliflozin; linagliptin,efficacy,approval
49,07/03/2019,"['boehringer', 'ingelheim']",suppl-8,linagliptin; metformin hydrochloride,efficacy,approval
50,07/03/2019,['reddys'],orig-1,trientine hydrochloride,,approval
51,07/03/2019,['purdue'],suppl-1,methylphenidate hydrochloride,labeling,approval
52,07/03/2019,['karyopharm'],orig-1,selinexor,type 1 - new molecular entity,approval
53,07/05/2019,['theratechnologies'],suppl-12,tesamorelin acetate,,approval
54,07/05/2019,['theratechnologies'],suppl-13,tesamorelin acetate,,approval
55,07/05/2019,['alembic'],suppl-18,hydrochlorothiazide; losartan potassium,labeling,approval
56,07/05/2019,"['jubilant', 'cadista']",suppl-10,losartan potassium,labeling,approval
57,07/05/2019,['bionpharma'],suppl-3,azithromycin,labeling,approval
58,07/05/2019,['bionpharma'],suppl-3,azithromycin,labeling,approval
59,07/05/2019,['twi'],orig-1,choline fenofibrate,,approval
60,07/05/2019,['glenmark'],orig-1,ranolazine,,approval
61,07/05/2019,"['g', 'w']",orig-1,fluoxetine hydrochloride,,approval
62,07/08/2019,[],suppl-9,famciclovir,labeling,approval
63,07/08/2019,['aurobindo'],suppl-14,fluconazole,labeling,approval
64,07/08/2019,['aurobindo'],suppl-15,fluconazole,labeling,approval
65,07/08/2019,['aurobindo'],suppl-16,fluconazole,labeling,approval
66,07/08/2019,['aurobindo'],suppl-19,fluconazole,labeling,approval
67,07/08/2019,['cipla'],suppl-8,famciclovir,labeling,approval
68,07/08/2019,['cipla'],suppl-10,famciclovir,labeling,approval
69,07/08/2019,['zydus'],suppl-17,hydrochlorothiazide; losartan potassium,labeling,approval
70,07/08/2019,"['p', 'l']",suppl-5,adapalene,manufacturing (cmc),approval
71,07/08/2019,['aurobindo'],suppl-8,famciclovir,labeling,approval
72,07/08/2019,['aurobindo'],suppl-9,famciclovir,labeling,approval
73,07/08/2019,['sandoz'],suppl-10,voriconazole,labeling,approval
74,07/08/2019,['sandoz'],suppl-12,voriconazole,labeling,approval
75,07/08/2019,"['cardinal', '414']",suppl-9,technetium tc-99m tilmanocept,labeling,approval
76,07/08/2019,['ajanta'],suppl-1,voriconazole,labeling,approval
77,07/08/2019,['ajanta'],suppl-3,voriconazole,labeling,approval
78,07/08/2019,['azurity'],orig-1,amlodipine benzoate,type 5 - new formulation or new manufacturer,approval
79,07/08/2019,['annora'],orig-1,venlafaxine hydrochloride,,approval
80,07/09/2019,['glaxosmithkline'],suppl-7,chlorpheniramine maleate; ibuprofen; phenylephrine hydrochloride,labeling,approval
81,07/09/2019,['glaxosmithkline'],suppl-7,chlorpheniramine maleate; ibuprofen; phenylephrine hydrochloride,labeling,approval
82,07/09/2019,['glaxosmithkline'],suppl-5,ibuprofen; phenylephrine hydrochloride,labeling,approval
83,07/09/2019,"['acs', 'dobfar']",suppl-10,cilastatin sodium; imipenem,labeling,approval
84,07/09/2019,"['acs', 'dobfar']",suppl-12,cilastatin sodium; imipenem,labeling,approval
85,07/09/2019,"['glenmark', 'generics']",suppl-5,adapalene,labeling,approval
86,07/09/2019,['serono'],suppl-5204,interferon beta-1a,,approval
87,07/09/2019,['actavis'],suppl-7,docetaxel,labeling,approval
88,07/09/2019,['eugia'],suppl-2,bupivacaine hydrochloride,labeling,approval
89,07/09/2019,['sun'],orig-1,risedronate sodium,,approval
90,07/09/2019,['inventia'],suppl-5,telmisartan,labeling,approval
91,07/09/2019,['inventia'],suppl-7,telmisartan,labeling,approval
92,07/09/2019,['cadila'],suppl-1,voriconazole,labeling,approval
93,07/09/2019,['cadila'],suppl-2,voriconazole,labeling,approval
94,07/09/2019,['cadila'],suppl-3,voriconazole,labeling,approval
95,07/09/2019,['cadila'],suppl-4,voriconazole,labeling,approval
96,07/09/2019,['rafa'],suppl-2,atropine,labeling,approval
97,07/10/2019,['janssen'],suppl-25,etravirine,labeling,approval
98,07/10/2019,"['biogen', 'idec']",suppl-19,peginterferon beta-1a,,approval
99,07/10/2019,['biogen'],suppl-24,dimethyl fumarate,labeling,approval
100,07/10/2019,['rockwell'],suppl-12,ferric pyrophosphate citrate,labeling,approval
101,07/10/2019,"['res', 'software']",suppl-2,potassium chloride,labeling,approval
102,07/10/2019,['msn'],orig-1,abiraterone acetate,,approval
103,07/10/2019,['apotex'],orig-1,cyclosporine,,approval
104,07/10/2019,['vistapharm'],orig-1,clobazam,,approval
105,07/10/2019,['sofgen'],orig-1,omega-3-acid ethyl esters,,approval
106,07/10/2019,"['eli', 'lilly']",suppl-1,olaratumab,,approval
107,07/11/2019,['impax'],suppl-12,albendazole,labeling,approval
108,07/12/2019,['viatris'],suppl-63,phenytoin,labeling,approval
109,07/12/2019,['viatris'],suppl-63,phenytoin,labeling,approval
110,07/12/2019,"['parke', 'davis']",suppl-39,fosphenytoin sodium,labeling,approval
111,07/12/2019,['hikma'],suppl-11,buprenorphine hydrochloride,manufacturing (cmc),approval
112,07/12/2019,['biogen'],suppl-5264,interferon beta-1a,,approval
113,07/12/2019,['bayer'],suppl-17,gadobutrol,efficacy,approval
114,07/12/2019,"['sun', 'inds']",orig-1,technetium tc-99m mertiatide kit,,approval
115,07/12/2019,['alembic'],suppl-1,acyclovir,manufacturing (cmc),approval
116,07/12/2019,['somerset'],orig-1,isosulfan blue,,approval
117,07/12/2019,['redhill'],suppl-1,rifamycin sodium,labeling,approval
118,07/12/2019,['agnitio'],orig-1,ethacrynic acid,,approval
119,07/12/2019,['accord'],orig-1,daptomycin,,approval
120,07/12/2019,['evolus'],suppl-1,prabotulinumtoxina-xvfs,,approval
121,07/14/2019,"['roberts', 'oxygen']",orig-1,helium,medical gas,approval
122,07/15/2019,['baxter'],suppl-76,dextrose; potassium chloride,labeling,approval
123,07/15/2019,['baxter'],suppl-76,dextrose; potassium chloride,labeling,approval
124,07/15/2019,['baxter'],suppl-76,dextrose; potassium chloride,labeling,approval
125,07/15/2019,['baxter'],suppl-76,dextrose; potassium chloride,labeling,approval
126,07/15/2019,['baxter'],suppl-54,heparin sodium,labeling,approval
127,07/15/2019,['baxter'],suppl-54,heparin sodium,labeling,approval
128,07/15/2019,['baxter'],suppl-54,heparin sodium,labeling,approval
129,07/15/2019,"['pf', 'prism', 'cv']",suppl-64,sirolimus,labeling,approval
130,07/15/2019,"['pf', 'prism', 'cv']",suppl-83,sirolimus,labeling,approval
131,07/15/2019,['strides'],orig-1,methylphenidate hydrochloride,,approval
132,07/15/2019,['pharmacyclics'],suppl-28,ibrutinib,labeling,approval
133,07/15/2019,[],suppl-4,deutetrabenazine,labeling,approval
134,07/15/2019,['neurocrine'],suppl-12,valbenazine tosylate,labeling,approval
135,07/15/2019,[],orig-1,icatibant acetate,,approval
136,07/15/2019,['pharmacyclics'],suppl-3,ibrutinib,labeling,approval
137,07/16/2019,['takeda'],suppl-32,mesalamine,labeling,approval
138,07/16/2019,[],suppl-69,metoclopramide hydrochloride,labeling,approval
139,07/16/2019,['impax'],suppl-37,metoclopramide hydrochloride,labeling,approval
140,07/16/2019,[],suppl-44,metoclopramide hydrochloride,labeling,approval
141,07/16/2019,"['ivax', 'sub']",suppl-13,fluconazole,labeling,approval
142,07/16/2019,"['ivax', 'sub']",suppl-14,fluconazole,labeling,approval
143,07/16/2019,"['ivax', 'sub']",suppl-15,fluconazole,labeling,approval
144,07/16/2019,"['ivax', 'sub']",suppl-16,fluconazole,labeling,approval
145,07/16/2019,['reddys'],suppl-14,fluconazole,labeling,approval
146,07/16/2019,['reddys'],suppl-15,fluconazole,labeling,approval
147,07/16/2019,['reddys'],suppl-16,fluconazole,labeling,approval
148,07/16/2019,['reddys'],suppl-17,fluconazole,labeling,approval
149,07/16/2019,['reddys'],suppl-5,rivastigmine tartrate,labeling,approval
150,07/16/2019,['reddys'],suppl-6,rivastigmine tartrate,labeling,approval
151,07/16/2019,['strides'],suppl-12,metoclopramide hydrochloride,labeling,approval
152,07/16/2019,['strides'],suppl-13,lamivudine; zidovudine,labeling,approval
153,07/16/2019,['strides'],suppl-14,lamivudine; zidovudine,labeling,approval
154,07/16/2019,['thepharmanetwork'],suppl-19,methadone hydrochloride,labeling,approval
155,07/16/2019,['thepharmanetwork'],suppl-21,methadone hydrochloride,labeling,approval
156,07/16/2019,['thepharmanetwork'],suppl-22,methadone hydrochloride,labeling,approval
157,07/16/2019,['glenmark'],suppl-9,mupirocin calcium,labeling,approval
158,07/16/2019,['novartis'],suppl-13,dabrafenib mesylate,labeling,approval
159,07/16/2019,['amneal'],suppl-4,temozolomide,labeling,approval
160,07/16/2019,['novartis'],suppl-13,trametinib dimethyl sulfoxide,labeling,approval
161,07/16/2019,['fresenius'],suppl-3,linezolid,labeling,approval
162,07/16/2019,"['hisun', 'hangzhou']",orig-1,dactinomycin,,approval
163,07/16/2019,['zydus'],suppl-1,fluconazole,labeling,approval
164,07/16/2019,['zydus'],suppl-2,fluconazole,labeling,approval
165,07/16/2019,['zydus'],suppl-3,fluconazole,labeling,approval
166,07/16/2019,['zydus'],suppl-5,fluconazole,labeling,approval
167,07/16/2019,['eugia'],orig-1,enzalutamide,,tentative approval
168,07/16/2019,['cipla'],orig-1,gefitinib,,tentative approval
169,07/16/2019,"['msd', 'merck']",orig-1,cilastatin sodium; imipenem; relebactam,type 1 - new molecular entity and type 4 - new combination,approval
170,07/16/2019,['janssen'],suppl-19,daratumumab,,approval
171,07/16/2019,['genentech'],suppl-18,ocrelizumab,,approval
172,07/17/2019,['glaxosmithkline'],suppl-12,terbinafine hydrochloride,labeling,approval
173,07/17/2019,['apotex'],suppl-7,rivastigmine tartrate,labeling,approval
174,07/17/2019,['apotex'],suppl-8,rivastigmine tartrate,labeling,approval
175,07/17/2019,['nesher'],orig-1,amphetamine aspartate; amphetamine sulfate; dextroamphetamine saccharate; dextroamphetamine sulfate,,approval
176,07/17/2019,['sandoz'],orig-1,dapagliflozin,,tentative approval
177,07/17/2019,['caplin'],orig-1,tranexamic acid,,approval
178,07/17/2019,['provepharm'],orig-1,tranexamic acid,,approval
179,07/18/2019,['pfizer'],suppl-28,alprostadil,labeling,approval
180,07/18/2019,"['bristol', 'myers', 'squibb']",suppl-21,megestrol acetate,labeling,approval
181,07/18/2019,['glaxosmithkline'],suppl-19,atovaquone,labeling,approval
182,07/18/2019,"['glaxosmithkline', 'cons']",suppl-15,terbinafine hydrochloride,manufacturing (cmc),approval
183,07/18/2019,['takeda'],suppl-18,mesalamine,labeling,approval
184,07/18/2019,['umedica'],orig-1,olmesartan medoxomil,,approval
185,07/18/2019,['portola'],suppl-6,betrixaban,labeling,approval
186,07/18/2019,"['am', 'regent']",orig-1,zinc sulfate,type 5 - new formulation or new manufacturer,approval
187,07/18/2019,['graviti'],orig-1,choline fenofibrate,,approval
188,07/19/2019,[],suppl-106,glatiramer acetate,labeling,approval
189,07/19/2019,['glaxosmithkline'],suppl-48,bupropion hydrochloride,labeling,approval
190,07/19/2019,[],orig-1,pregabalin,,approval
191,07/19/2019,[],orig-1,pregabalin,,approval
192,07/19/2019,['accord'],suppl-7,clopidogrel bisulfate,labeling,approval
193,07/19/2019,['accord'],suppl-8,clopidogrel bisulfate,labeling,approval
194,07/19/2019,['accord'],suppl-9,clopidogrel bisulfate,labeling,approval
195,07/19/2019,['accord'],suppl-10,clopidogrel bisulfate,labeling,approval
196,07/19/2019,['alembic'],orig-1,pregabalin,,approval
197,07/19/2019,['amgen'],suppl-7,apremilast,efficacy,approval
198,07/19/2019,['alkem'],orig-1,pregabalin,,approval
199,07/19/2019,['alkem'],orig-1,pregabalin,,approval
200,07/19/2019,['sciegen'],orig-1,pregabalin,,approval
201,07/19/2019,['msn'],orig-1,pregabalin,,approval
202,07/19/2019,['reddys'],orig-1,pregabalin,,approval
203,07/19/2019,['amneal'],orig-1,pregabalin,,approval
204,07/19/2019,['rising'],orig-1,pregabalin,,approval
205,07/19/2019,['mylan'],suppl-1,clobazam,manufacturing (cmc),approval
206,07/19/2019,['invagen'],orig-1,pregabalin,,approval
207,07/19/2019,['alembic'],orig-1,dapagliflozin,,tentative approval
208,07/19/2019,['sun'],orig-1,duloxetine hydrochloride,type 5 - new formulation or new manufacturer,approval
209,07/19/2019,['alkem'],orig-1,dexmethylphenidate hydrochloride,,approval
210,07/19/2019,['astrazeneca'],suppl-13,durvalumab,,approval
211,07/21/2019,"['acs', 'dobfar']",suppl-15,meropenem,labeling,approval
212,07/21/2019,"['acs', 'dobfar']",suppl-16,meropenem,labeling,approval
213,07/21/2019,"['acs', 'dobfar']",suppl-18,meropenem,labeling,approval
214,07/21/2019,"['acs', 'dobfar']",suppl-19,meropenem,labeling,approval
215,07/21/2019,"['acs', 'dobfar']",suppl-20,meropenem,labeling,approval
216,07/21/2019,['amneal'],suppl-1,meropenem,labeling,approval
217,07/21/2019,['amneal'],suppl-3,meropenem,labeling,approval
218,07/21/2019,['amneal'],suppl-4,meropenem,labeling,approval
219,07/21/2019,['amneal'],suppl-5,meropenem,labeling,approval
220,07/21/2019,['amneal'],suppl-6,meropenem,labeling,approval
221,07/21/2019,['gland'],suppl-1,meropenem,labeling,approval
222,07/21/2019,['gland'],suppl-2,meropenem,labeling,approval
223,07/21/2019,['gland'],suppl-3,meropenem,labeling,approval
224,07/21/2019,['gland'],suppl-4,meropenem,labeling,approval
225,07/21/2019,['gland'],suppl-5,meropenem,labeling,approval
226,07/22/2019,['cheplapharm'],suppl-51,hydroxyurea,labeling,approval
227,07/22/2019,['cheplapharm'],suppl-51,hydroxyurea,labeling,approval
228,07/22/2019,['atnahs'],suppl-114,naproxen,labeling,approval
229,07/22/2019,['atnahs'],suppl-64,naproxen sodium,labeling,approval
230,07/22/2019,['atnahs'],suppl-64,naproxen sodium,labeling,approval
231,07/22/2019,['atnahs'],suppl-26,naproxen,labeling,approval
232,07/22/2019,['atnahs'],suppl-21,naproxen,labeling,approval
233,07/22/2019,['almatica'],suppl-36,naproxen sodium,labeling,approval
234,07/22/2019,['glaxosmithkline'],suppl-47,salmeterol xinafoate,labeling,approval
235,07/22/2019,['currax'],suppl-16,naproxen sodium; sumatriptan succinate,labeling,approval
236,07/22/2019,['cumberland'],suppl-14,ibuprofen,labeling,approval
237,07/22/2019,['horizon'],suppl-24,esomeprazole magnesium; naproxen,labeling,approval
238,07/22/2019,['horizon'],suppl-12,famotidine; ibuprofen,labeling,approval
239,07/22/2019,['mylan'],suppl-28,ibuprofen,labeling,approval
240,07/22/2019,['mylan'],suppl-28,ibuprofen,labeling,approval
241,07/22/2019,['sun'],suppl-37,ibuprofen,labeling,approval
242,07/22/2019,['sun'],suppl-39,ibuprofen,labeling,approval
243,07/22/2019,['strides'],suppl-39,ibuprofen,labeling,approval
244,07/22/2019,['strides'],suppl-39,ibuprofen,labeling,approval
245,07/22/2019,['strides'],suppl-34,ibuprofen,labeling,approval
246,07/22/2019,['vintage'],suppl-16,ibuprofen,labeling,approval
247,07/22/2019,['vintage'],suppl-18,ibuprofen,labeling,approval
248,07/22/2019,['vintage'],suppl-18,ibuprofen,labeling,approval
249,07/22/2019,"['contract', 'pharmacal']",suppl-14,ibuprofen,labeling,approval
250,07/22/2019,['amneal'],suppl-40,ibuprofen,labeling,approval
251,07/22/2019,['amneal'],suppl-41,ibuprofen,labeling,approval
252,07/22/2019,['sun'],suppl-18,ibuprofen,labeling,approval
253,07/22/2019,['vintage'],suppl-11,ibuprofen,labeling,approval
254,07/22/2019,['amneal'],suppl-33,ibuprofen,labeling,approval
255,07/22/2019,['mylan'],suppl-20,ibuprofen,labeling,approval
256,07/22/2019,['vintage'],suppl-16,ibuprofen,labeling,approval
257,07/22/2019,['sandoz'],suppl-11,ibuprofen,labeling,approval
258,07/22/2019,"['actavis', 'mid', 'atlantic']",suppl-48,ibuprofen,labeling,approval
259,07/22/2019,"['reddys', 'la']",suppl-16,ibuprofen,labeling,approval
260,07/22/2019,['reddys'],suppl-16,ibuprofen,labeling,approval
261,07/22/2019,['amneal'],suppl-27,hydrocodone bitartrate; ibuprofen,labeling,approval
262,07/22/2019,['amneal'],suppl-27,hydrocodone bitartrate; ibuprofen,labeling,approval
263,07/22/2019,['padagis'],suppl-41,ibuprofen,labeling,approval
264,07/22/2019,"['l', 'perrigo']",suppl-13,ibuprofen,labeling,approval
265,07/22/2019,['ani'],suppl-4,hydrocodone bitartrate; ibuprofen,labeling,approval
266,07/22/2019,['nostrum'],suppl-26,hydrocodone bitartrate; ibuprofen,labeling,approval
267,07/22/2019,['nostrum'],suppl-26,hydrocodone bitartrate; ibuprofen,labeling,approval
268,07/22/2019,['barr'],suppl-10,ibuprofen; oxycodone hydrochloride,labeling,approval
269,07/22/2019,['strides'],suppl-11,ibuprofen,labeling,approval
270,07/22/2019,['amneal'],suppl-27,ibuprofen,labeling,approval
271,07/22/2019,"['actavis', 'elizabeth']",suppl-24,ibuprofen; oxycodone hydrochloride,labeling,approval
272,07/22/2019,['marksans'],suppl-2,ibuprofen,labeling,approval
273,07/22/2019,['granules'],suppl-8,ibuprofen,labeling,approval
274,07/22/2019,"['sun', 'inds']",suppl-10,hydrocodone bitartrate; ibuprofen,labeling,approval
275,07/22/2019,['alembic'],suppl-7,rivastigmine tartrate,labeling,approval
276,07/22/2019,['alembic'],suppl-11,rivastigmine tartrate,labeling,approval
277,07/22/2019,['orbion'],suppl-2,pantoprazole sodium,labeling,approval
278,07/22/2019,['orbion'],suppl-3,pantoprazole sodium,labeling,approval
279,07/22/2019,['orbion'],suppl-5,pantoprazole sodium,labeling,approval
280,07/22/2019,['orbion'],suppl-6,pantoprazole sodium,labeling,approval
281,07/22/2019,['orbion'],suppl-7,pantoprazole sodium,labeling,approval
282,07/22/2019,"['shandong', 'xinhua']",suppl-9,ibuprofen,labeling,approval
283,07/22/2019,['aurobindo'],suppl-4,lamivudine; zidovudine,labeling,approval
284,07/22/2019,['aurobindo'],suppl-6,lamivudine; zidovudine,labeling,approval
285,07/22/2019,['aurobindo'],suppl-7,lamivudine; zidovudine,labeling,approval
286,07/22/2019,['aurobindo'],suppl-8,lamivudine; zidovudine,labeling,approval
287,07/22/2019,['aurobindo'],suppl-10,lamivudine; zidovudine,labeling,approval
288,07/22/2019,['sun'],suppl-7,metformin hydrochloride,manufacturing (cmc),approval
289,07/22/2019,['sunshine'],suppl-2,ibuprofen,labeling,approval
290,07/22/2019,['aurolife'],suppl-4,hydrocodone bitartrate; ibuprofen,labeling,approval
291,07/22/2019,['akorn'],suppl-1,ibuprofen,labeling,approval
292,07/22/2019,"['taro', 'inds']",orig-1,iloperidone,,approval
293,07/22/2019,['accord'],suppl-2,azacitidine,labeling,approval
294,07/22/2019,['aurobindo'],suppl-4,ibuprofen,labeling,approval
295,07/22/2019,['taro'],suppl-4,ibuprofen,labeling,approval
296,07/22/2019,"['upsher', 'smith']",orig-1,morphine sulfate,,approval
297,07/22/2019,['zydus'],orig-1,ramelteon,,approval
298,07/23/2019,['bayer'],suppl-67,naproxen sodium,labeling,approval
299,07/23/2019,['hikma'],suppl-10,orphenadrine citrate,manufacturing (cmc),approval
300,07/23/2019,['lupin'],suppl-8,lamivudine; zidovudine,labeling,approval
301,07/23/2019,['lupin'],suppl-9,lamivudine; zidovudine,labeling,approval
302,07/23/2019,['lupin'],suppl-10,lamivudine; zidovudine,labeling,approval
303,07/23/2019,['sun'],orig-1,drospirenone; ethinyl estradiol,,approval
304,07/23/2019,['macleods'],suppl-4,rivastigmine tartrate,labeling,approval
305,07/23/2019,['macleods'],suppl-11,rivastigmine tartrate,labeling,approval
306,07/23/2019,['cadila'],suppl-2,rivastigmine tartrate,labeling,approval
307,07/23/2019,['cadila'],suppl-3,rivastigmine tartrate,labeling,approval
308,07/23/2019,['rising'],suppl-4,paricalcitol,labeling,approval
309,07/23/2019,['takeda'],suppl-18,vortioxetine hydrobromide,labeling,approval
310,07/23/2019,['guerbet'],suppl-12,gadoterate meglumine,labeling,approval
311,07/23/2019,['amneal'],suppl-1,azithromycin,labeling,approval
312,07/23/2019,['eugia'],orig-1,fulvestrant,,approval
313,07/23/2019,['zydus'],suppl-1,abacavir sulfate; lamivudine,labeling,approval
314,07/23/2019,"['samsung', 'bioepis']",orig-1,adalimumab-bwwd,,approval
315,07/23/2019,['pfizer'],orig-1,rituximab-pvvr,,approval
316,07/24/2019,['novartis'],suppl-30,deferasirox,efficacy,approval
317,07/24/2019,['alembic'],suppl-10,metronidazole,labeling,approval
318,07/24/2019,['alembic'],suppl-11,metronidazole,labeling,approval
319,07/24/2019,"['sanofi', 'aventis']",suppl-6,teriflunomide,efficacy,approval
320,07/24/2019,['eugia'],suppl-2,paricalcitol,labeling,approval
321,07/24/2019,['progenics'],suppl-1,iobenguane i-131,manufacturing (cmc),approval
322,07/24/2019,"['eli', 'lilly']",orig-1,glucagon,type 3 - new dosage form,approval
323,07/24/2019,['torrent'],orig-1,nystatin,,approval
324,07/25/2019,['clinigen'],suppl-36,amifostine,labeling,approval
325,07/25/2019,['chiesi'],suppl-4,deferiprone,efficacy,approval
326,07/25/2019,"['leo', 'as']",suppl-27,betamethasone dipropionate; calcipotriene,efficacy,approval
327,07/25/2019,"['leo', 'as']",suppl-27,betamethasone dipropionate; calcipotriene hydrate,efficacy,approval
328,07/25/2019,[],suppl-26,desmopressin acetate,labeling,approval
329,07/25/2019,[],suppl-27,desmopressin acetate,labeling,approval
330,07/25/2019,['sun'],suppl-58,spironolactone,labeling,approval
331,07/25/2019,['hikma'],suppl-4,famciclovir,labeling,approval
332,07/25/2019,['hikma'],suppl-5,famciclovir,labeling,approval
333,07/25/2019,['cipla'],suppl-13,abacavir sulfate; lamivudine,labeling,approval
334,07/25/2019,['cipla'],suppl-15,abacavir sulfate; lamivudine,labeling,approval
335,07/25/2019,['apotex'],suppl-5,famciclovir,labeling,approval
336,07/25/2019,['apotex'],suppl-6,famciclovir,labeling,approval
337,07/25/2019,['macleods'],suppl-14,famciclovir,labeling,approval
338,07/25/2019,['macleods'],suppl-22,famciclovir,labeling,approval
339,07/25/2019,"['pf', 'prism', 'cv']",suppl-24,tofacitinib citrate,labeling,approval
340,07/25/2019,['apotex'],suppl-6,celecoxib,labeling,approval
341,07/25/2019,['sagent'],suppl-1,desmopressin acetate,labeling,approval
342,07/25/2019,['sagent'],suppl-1,desmopressin acetate,labeling,approval
343,07/25/2019,['aurobindo'],suppl-4,celecoxib,labeling,approval
344,07/25/2019,['epic'],suppl-3,azithromycin,labeling,approval
345,07/25/2019,['novartis'],suppl-7,deferasirox,efficacy,approval
346,07/25/2019,['pfizer'],suppl-10,tofacitinib citrate,labeling,approval
347,07/25/2019,['abbvie'],suppl-11,venetoclax,labeling,approval
348,07/25/2019,['abbvie'],suppl-14,venetoclax,labeling,approval
349,07/25/2019,['abbvie'],suppl-15,venetoclax,labeling,approval
350,07/25/2019,"['astrazeneca', 'ab']",suppl-2,exenatide synthetic,efficacy,approval
351,07/25/2019,"['astrazeneca', 'ab']",suppl-3,exenatide synthetic,efficacy,approval
352,07/25/2019,"['astrazeneca', 'ab']",suppl-4,exenatide synthetic,efficacy,approval
353,07/25/2019,"['astrazeneca', 'ab']",suppl-5,exenatide synthetic,efficacy,approval
354,07/25/2019,"['astrazeneca', 'ab']",suppl-6,exenatide synthetic,efficacy,approval
355,07/25/2019,"['astrazeneca', 'ab']",suppl-7,exenatide synthetic,efficacy,approval
356,07/25/2019,"['astrazeneca', 'ab']",suppl-8,exenatide synthetic,labeling,approval
357,07/25/2019,['maia'],orig-1,bivalirudin,type 5 - new formulation or new manufacturer,approval
358,07/25/2019,['tasman'],orig-1,clotrimazole,,approval
359,07/25/2019,"['shield', 'tx']",orig-1,ferric maltol,type 1 - new molecular entity,approval
360,07/25/2019,['aurobindo'],orig-1,choline fenofibrate,,approval
361,07/26/2019,['pfizer'],suppl-24,epirubicin hydrochloride,labeling,approval
362,07/26/2019,['pfizer'],suppl-25,epirubicin hydrochloride,labeling,approval
363,07/26/2019,['amgen'],suppl-198,denosumab,,approval
364,07/26/2019,['amgen'],suppl-198,denosumab,,approval
365,07/26/2019,['novartis'],suppl-12,deferasirox,efficacy,approval
366,07/26/2019,"['p', 'l']",orig-1,nicotine polacrilex,,approval
367,07/26/2019,['laurus'],orig-1,emtricitabine; tenofovir disoproxil fumarate,,approval
368,07/29/2019,['braun'],suppl-7,ceftazidime,labeling,approval
369,07/29/2019,['braun'],suppl-16,cefoxitin sodium,labeling,approval
370,07/29/2019,['strides'],suppl-13,metronidazole,labeling,approval
371,07/29/2019,['strides'],suppl-13,metronidazole,labeling,approval
372,07/29/2019,['watson'],suppl-58,metronidazole,labeling,approval
373,07/29/2019,['puracap'],suppl-11,allopurinol,labeling,approval
374,07/29/2019,['puracap'],suppl-10,allopurinol,labeling,approval
375,07/29/2019,['hospira'],suppl-20,desmopressin acetate,labeling,approval
376,07/29/2019,['northstar'],suppl-9,technetium tc-99m sodium pertechnetate generator,labeling,approval
377,07/29/2019,['aurobindo'],suppl-5,metronidazole,labeling,approval
378,07/29/2019,['heritage'],suppl-4,metronidazole,labeling,approval
379,07/29/2019,[],suppl-4,argatroban,labeling,approval
380,07/29/2019,['lupin'],suppl-1,metronidazole,labeling,approval
381,07/29/2019,"['beijing', 'tide']",orig-1,ticagrelor,,tentative approval
382,07/29/2019,['astral'],orig-1,piperacillin sodium; tazobactam sodium,,approval
383,07/30/2019,"['shire', 'human', 'genetic']",suppl-22,velaglucerase alfa,,approval
384,07/30/2019,['strides'],suppl-44,metoclopramide hydrochloride,labeling,approval
385,07/30/2019,['hikma'],suppl-5,irbesartan,labeling,approval
386,07/30/2019,['ipca'],suppl-4,allopurinol,labeling,approval
387,07/30/2019,"['merck', 'dohme']",suppl-55,pembrolizumab,,approval
388,07/30/2019,"['merck', 'dohme']",suppl-56,pembrolizumab,,approval
389,07/30/2019,['twi'],suppl-4,guanfacine hydrochloride,labeling,approval
390,07/30/2019,['twi'],suppl-5,guanfacine hydrochloride,labeling,approval
391,07/30/2019,['twi'],suppl-8,guanfacine hydrochloride,labeling,approval
392,07/30/2019,['rising'],orig-1,minocycline hydrochloride,,approval
393,07/30/2019,['sandoz'],suppl-2,guanfacine hydrochloride,labeling,approval
394,07/30/2019,['sandoz'],suppl-3,guanfacine hydrochloride,labeling,approval
395,07/30/2019,['hikma'],orig-1,vecuronium bromide,,approval
396,07/30/2019,['apotex'],suppl-1,guanfacine hydrochloride,labeling,approval
397,07/30/2019,['sun'],suppl-1,guanfacine hydrochloride,labeling,approval
398,07/30/2019,['sun'],suppl-4,guanfacine hydrochloride,labeling,approval
399,07/30/2019,['sun'],suppl-6,guanfacine hydrochloride,labeling,approval
400,07/30/2019,"['hisun', 'hangzhou']",suppl-1,simvastatin,labeling,approval
401,07/30/2019,"['hisun', 'hangzhou']",suppl-3,simvastatin,labeling,approval
402,07/30/2019,"['leo', 'as']",suppl-5,betamethasone dipropionate; calcipotriene,efficacy,approval
403,07/30/2019,"['leo', 'as']",suppl-6,betamethasone dipropionate; calcipotriene,labeling,approval
404,07/30/2019,"['leo', 'as']",suppl-7,betamethasone dipropionate; calcipotriene,labeling,approval
405,07/30/2019,['strides'],suppl-6,metronidazole,labeling,approval
406,07/30/2019,['maia'],orig-1,baclofen,,approval
407,07/30/2019,['bayer'],orig-1,darolutamide,type 1 - new molecular entity,approval
408,07/31/2019,['lundbeck'],suppl-20,vigabatrin,labeling,approval
409,07/31/2019,['novartis'],suppl-10,nelarabine,efficacy,approval
410,07/31/2019,['lundbeck'],suppl-22,vigabatrin,labeling,approval
411,07/31/2019,['genentech'],suppl-12,pirfenidone,labeling,approval
